B;,2017-06-07 21:34:45.047;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:50.245;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:34:55.437;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:00.581;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:06.503;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:11.675;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:16.867;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:22.14;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:27.258;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:32.567;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:37.799;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:42.984;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:48.119;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:53.448;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:35:58.575;[ [type=ON_FOOT, confidence=85],  [type=RUNNING, confidence=62],  [type=WALKING, confidence=23],  [type=ON_BICYCLE, confidence=8],  [type=UNKNOWN, confidence=8]],,,,
B;,2017-06-07 21:36:03.691;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:09.792;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:14.993;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:20.214;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:25.351;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:30.488;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:35.698;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:40.96;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:46.19;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
B;,2017-06-07 21:36:51.601;[ [type=ON_FOOT, confidence=100],  [type=RUNNING, confidence=100]],,,,,,,,,,
